점검일자,연월,지사,사업장,점검자,직급,점검유형,Area/공정,위험분류,위험요소원본,심각도원본,심각도점수,지적내용_평문,조치유형,조치활동분류,조치내용_평문,완료여부,지적내용,조치내용
2026-06-24,2026-06,삼천포지사,GGP,INSPECTOR_14,사원,지사 주관,삼천포지사_ GGP,기타,기타,개선필요 [하],1.0,안전보건표지 부착 미흡,즉시처리,설치·구조물,안전보건표지 재부착 및 고정,완료,안전보건표지 부착 미흡,안전보건표지 재부착 및 고정
2026-06-24,2026-06,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,온열·온도,온도ㆍ습도,개선필요 [하],1.0,"기존 온습도계를 이용하여 체감온도 측정을 실시하고 있으나, 본선 작업 특성상 휴대용 온습도계의 지급 및 측정 필요 → 휴대형 온습도계 추가 지급 후 측정 및 기록 진행",,미분류,,진행(조치 전),"기존 온습도계를 이용하여 체감온도 측정을 실시하고 있으나, 본선 작업 특성상 휴대용 온습도계의 지급 및 측정 필요
→ 휴대형 온습도계 추가 지급 후 측정 및 기록 진행",
2026-06-23,2026-06,전북지사,군산항 부두,INSPECTOR_05,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,온열·온도,온도ㆍ습도,개선필요 [하],1.0,1. 폭염의 기준이 되는 체감온도를 측정할 수 있는 온습도계 설치 필요 2. 각 부두별 온습도계 설치 및 체감온도를 확인할 수 있는 표 등 설치 요함,즉시처리,기타,각 부두별 온습도계 및 체감온도 측정 그래프 and 체감온도 계산 QR 부착 완료,완료,"[군산항 세방 부두]
1. 폭염의 기준이 되는 체감온도를 측정할 수 있는 온습도계 설치 필요
2. 각 부두별 온습도계 설치 및 체감온도를 확인할 수 있는 표 등 설치 요함",각 부두별 온습도계 및 체감온도 측정 그래프 and 체감온도 계산 QR 부착 완료
2026-06-23,2026-06,전북지사,군산항 부두,INSPECTOR_05,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,관리적미흡,관리적 미흡,개선필요 [하],1.0,1. 호퍼 내 운전실 부스 내부 의자가 없어 임으로 깡통(유류통 등)을 사용하여 근로자 작업 시 불안전항 상태에서의 작업 진행 2. 깡통(유튜통 등) 즉시 수거 및 폐기 후 의자를 비치하여 안정된 자세에서 작업토록 개선 필요,즉시처리,기타,1. 비치되어 있던 깡통(유류통 등) 즉시 수거 2. 의자 비치 완료,완료,"[군산항 3부두 / 7부두]
1. 호퍼 내 운전실 부스 내부 의자가 없어 임으로 깡통(유류통 등)을 사용하여 근로자 작업 시 불안전항 상태에서의 작업 진행
2. 깡통(유튜통 등) 즉시 수거 및 폐기 후 의자를 비치하여 안정된 자세에서 작업토록 개선 필요","1. 비치되어 있던 깡통(유류통 등) 즉시 수거
2. 의자 비치 완료"
2026-06-23,2026-06,강원지사,삼척,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 삼척,온열·온도,온도ㆍ습도,개선필요 [중],2.0,온열질환 발생자 대비 CABIN 내 폭염 응급키트 및 머리 냉찜질 세트 설치 필요 → CABIN 내부 폭염 응급키트 및 머리 냉찜질 세트 설치,즉시처리,설치·구조물,CABIN 내부 폭염 응급키트 및 머리 냉찜질 세트 설치완료,완료,온열질환 발생자 대비 CABIN 내 폭염 응급키트 및 머리 냉찜질 세트 설치 필요 → CABIN 내부 폭염 응급키트 및 머리 냉찜질 세트 설치,CABIN 내부 폭염 응급키트 및 머리 냉찜질 세트 설치완료
2026-06-23,2026-06,전북지사,진흥원,INSPECTOR_11,EHS팀 선임,지사 주관,전북지사_ 진흥원,기타,기타,개선필요 [하],1.0,"- 현재 작업량이 저조하여 근무자가 2인으로 운영되고 있으나, 작업량이 많은 시점에는 일용직 근로자가 추가로 투입되서 작업을 시작함 - 해당 인력에 대해서는 도급을 주어 작업을 실시하고 있으나, 해당 인원에 대해 배치전교육 등이 이루어지지 않고 있음",즉시처리,교육·지도,"- 신규 인원 출입 시 안전교육을 실시 할 수 있도록 안동 담당자(홍성봉 관리감독자)에게 교육했으며, 지속적으로 완주 방문 시 관리 예정",완료,"[물류운영팀_진흥원(안동)]
- 현재 작업량이 저조하여 근무자가 2인으로 운영되고 있으나, 작업량이 많은 시점에는 일용직 근로자가 추가로 투입되서 작업을 시작함
- 해당 인력에 대해서는 도급을 주어 작업을 실시하고 있으나, 해당 인원에 대해 배치전교육 등이 이루어지지 않고 있음","- 신규 인원 출입 시 안전교육을 실시 할 수 있도록 안동 담당자(홍성봉 관리감독자)에게 교육했으며, 지속적으로 완주 방문 시 관리 예정"
2026-06-23,2026-06,전북지사,진흥원,INSPECTOR_11,EHS팀 선임,지사 주관,전북지사_ 진흥원,기타,기타,개선필요 [하],1.0,"[운송팀_제천오미야/사각지대 발굴 및 개선 건] - 오미야 공장에서 근무 시 배차만 진행하는 것으로 확인하였으나, 현장 방문 후 점검 결과 관리감독자 업무를 수행하고 있음 * 화물차-지게차 상하차 작업 유도 및 화물차 운전원 안전교육 등 - 해당 담당자 관리감독자 교육 이수 예정 (하반기 내)",즉시처리,교육·지도,- 관리감독자 선임 완료 (본사 담당자에게도 보고 완료) - 하반기 관리감독자 교육 이수 예정,완료,"[운송팀_제천오미야/사각지대 발굴 및 개선 건]
- 오미야 공장에서 근무 시 배차만 진행하는 것으로 확인하였으나, 현장 방문 후 점검 결과 관리감독자 업무를 수행하고 있음
* 화물차-지게차 상하차 작업 유도 및 화물차 운전원 안전교육 등
- 해당 담당자 관리감독자 교육 이수 예정 (하반기 내)","- 관리감독자 선임 완료 (본사 담당자에게도 보고 완료)
- 하반기 관리감독자 교육 이수 예정"
2026-06-23,2026-06,울산지사,용연부두,INSPECTOR_18,EHS팀 책임,지사 주관,울산지사_ 용연부두,관리적미흡,관리적 미흡,관계법규 위반,4.0,작업계획서에 명시된 지게차 속도제한과 안전표지판의 표시 속도가 일치하지 않아 수정이 필요,즉시처리,기타,즉시 개선 조치 완료(20KM-->10KM),완료,작업계획서에 명시된 지게차 속도제한과 안전표지판의 표시 속도가 일치하지 않아 수정이 필요,즉시 개선 조치 완료(20KM-->10KM)
2026-06-23,2026-06,강원지사,안인,INSPECTOR_19,EHS팀 선임,지사 주관,강원지사_ 안인,기타,기타,개선필요 [하],1.0,온열질환 예방 및 대응관리 필요 고온 환경 작업에 따른 온열질환 발생 위험 체감온도 스티커를 활용하여 작업 전·중 실시간 온도 확인 및 온열질환 예방조치 이행 요청,즉시처리,기타,체감온도 스티커 부착,완료,"<지적사항>
온열질환 예방 및 대응관리 필요
<위험요인>
고온 환경 작업에 따른 온열질환 발생 위험
<조치요청>
체감온도 스티커를 활용하여 작업 전·중 실시간 온도 확인 및 온열질환 예방조치 이행 요청",체감온도 스티커 부착
2026-06-23,2026-06,강원지사,안인,INSPECTOR_19,EHS팀 선임,지사 주관,강원지사_ 안인,전도,전도,개선필요 [상],3.0,"전기 판넬 전도 상태 확인 감전, 화재 및 폭발 위험 전기 판넬 원위치 복구 후 전도 방지를 위한 2중 고정 조치 요청",즉시처리,설치·구조물,전기 판넬 원위치 복구 및 2중 고정 확인,완료,"<지적사항>
전기 판넬 전도 상태 확인
<위험요인>
감전, 화재 및 폭발 위험
<조치요청>
전기 판넬 원위치 복구 후 전도 방지를 위한 2중 고정 조치 요청",전기 판넬 원위치 복구 및 2중 고정 확인
2026-06-23,2026-06,울산지사,세방전지센터,INSPECTOR_18,EHS팀 책임,지사 주관,울산지사_ 세방전지센터,화재·폭발,화재,개선필요 [하],1.0,물류센터 내 먼지축적 등 환경청소 미흡,즉시처리,교육·지도,현장 즉시 지도 후 환경청소 개선조치 완료,진행(조치 후),물류센터 내 먼지축적 등 환경청소 미흡,현장 즉시 지도 후 환경청소 개선조치 완료
2026-06-23,2026-06,울산지사,세방전지센터,INSPECTOR_18,EHS팀 책임,지사 주관,울산지사_ 세방전지센터,화재·폭발,화재,개선필요 [하],1.0,물류센터 내 콘센트 주변 먼지 축적상태로 환경청소 미흡,즉시처리,제거·차단,멀티탭 주변 먼지제거 환경청소 완료,완료,물류센터 내 콘센트 주변 먼지 축적상태로 환경청소 미흡 ,멀티탭 주변 먼지제거 환경청소 완료
2026-06-22,2026-06,경인지사,안성 3센터,INSPECTOR_21,EHS팀 선임,지사 주관,경인지사_ 안성 3센터,전도,전도,개선필요 [중],2.0,수도권 3물류 저온창고 화물 불안전한 적재로 붕괴위험,즉시처리,제거·차단,해당구간 화물 정리상태 확인,진행(조치 후),수도권 3물류 저온창고 화물 불안전한 적재로 붕괴위험,해당구간 화물 정리상태 확인
2026-06-22,2026-06,경북지사,문덕창고,INSPECTOR_16,EHS팀 선임,지사 주관,문덕창고,끼임·협착,끼임ㆍ협착,개선필요 [중],2.0,로프절단기 로프 걸림에 따른 작동불가. 작업자 임의 수리 조치금지 중.,즉시처리,설치·구조물,안전관리자 입회 하 전원 전면차단 후 안전방호장치 제거. 내부 걸림 로프 제거 실시조치 완료.,진행(조치 후),로프절단기 로프 걸림에 따른 작동불가. 작업자 임의 수리 조치금지 중.,안전관리자 입회 하 전원 전면차단 후 안전방호장치 제거. 내부 걸림 로프 제거 실시조치 완료.
2026-06-22,2026-06,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,온열·온도,온도ㆍ습도,개선필요 [하],1.0,계근실 내부 공간 냉난방장치 노후화로 인한 교체 필요 → 냉난방장치 교체예정,즉시처리,설치·구조물,계근실 내 냉난방장치 교체완료,완료,계근실 내부 공간 냉난방장치 노후화로 인한 교체 필요 → 냉난방장치 교체예정,계근실 내 냉난방장치 교체완료
2026-06-22,2026-06,삼천포지사,삼천포발전,INSPECTOR_07,사원,지사 주관,삼천포지사_ 삼천포발전,기타,기타,개선필요 [하],1.0,흡연구역 내 의자 파손으로 착석 시 부상 위험 존재,즉시처리,설치·구조물,파손된 의자 폐기 후 새 의자로 교체,완료,흡연구역 내 의자 파손으로 착석 시 부상 위험 존재,파손된 의자 폐기 후 새 의자로 교체
2026-06-22,2026-06,삼천포지사,삼천포발전,INSPECTOR_07,사원,지사 주관,삼천포지사_ 삼천포발전,정리정돈,정리정돈,개선필요 [하],1.0,로더 버킷 내부에 폐기물 보관,즉시처리,제거·차단,로더 버킷 내부 폐기물 처리,완료,로더 버킷 내부에 폐기물 보관,로더 버킷 내부 폐기물 처리
2026-06-22,2026-06,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,온열·온도,온도ㆍ습도,개선필요 [하],1.0,온열질환 예방 목적 해당 식염정의 유통기한 도래로 교체 필요 → 식염정 즉시 교체,즉시처리,설치·구조물,기존 제품 폐기 및 식염정 즉시 교체완료,완료,온열질환 예방 목적 해당 식염정의 유통기한 도래로 교체 필요 → 식염정 즉시 교체,기존 제품 폐기 및 식염정 즉시 교체완료
2026-06-19,2026-06,경인지사,안성 3센터,INSPECTOR_21,EHS팀 선임,지사 주관,경인지사_ 안성 3센터,전도,전도,개선필요 [중],2.0,바닥 콘크리트 균열로 화물 또는 지게차 전도 위험,,미분류,,진행(조치 전),바닥 콘크리트 균열로 화물 또는 지게차 전도 위험,
2026-06-19,2026-06,당진지사,당진지사,INSPECTOR_09,EHS팀 선임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [중],2.0,- 1부두 운전원실 공기호흡기 보관 표지 탈락 - 공기호흡기 보관 운전원실 파악을 위한 표지 제작하여 부착,,미분류,,진행(조치 전),"- 1부두 운전원실 공기호흡기 보관 표지 탈락
- 공기호흡기 보관 운전원실 파악을 위한 표지 제작하여 부착",
2026-06-19,2026-06,당진지사,당진지사,INSPECTOR_09,EHS팀 선임,지사 주관,당진지사,전도,전도,개선필요 [중],2.0,- 로더 탑승 작업발판에 수공구 보관으로 인한 이동중 전도위험 - 필요 수공구 운전석 내부 보관 코칭,,미분류,,진행(조치 전),"- 로더 탑승 작업발판에 수공구 보관으로 인한 이동중 전도위험
- 필요 수공구 운전석 내부 보관 코칭",
2026-06-19,2026-06,전북지사,전주 동산역,INSPECTOR_11,EHS팀 선임,지사 주관,전북지사_ 전주 동산역,전도,전도,개선필요 [하],1.0,"- 상반기 TF 후속조치 결과에 따른 방지턱 설치를 하였으나, 하중을 버티지 못하고 지속적으로 파손 발생 - 해당 방지턱 철거 후 추후 바닥 공사 시 방지턱 공사 실시 예정",즉시처리,제거·차단,- 방지턱 철거 완료,완료,"[운송팀_동산역]
- 상반기 TF 후속조치 결과에 따른 방지턱 설치를 하였으나, 하중을 버티지 못하고 지속적으로 파손 발생
- 해당 방지턱 철거 후 추후 바닥 공사 시 방지턱 공사 실시 예정",- 방지턱 철거 완료
2026-06-18,2026-06,경인지사,안성 3센터,INSPECTOR_21,EHS팀 선임,지사 주관,경인지사_ 안성 3센터,충돌,충돌,개선필요 [중],2.0,"랙 코너 충돌방지 볼라드 파손으로 기능 상실, 교체 필요",,미분류,,진행(조치 전),"랙 코너 충돌방지 볼라드 파손으로 기능 상실, 교체 필요",
2026-06-18,2026-06,경인지사,안성 3센터,INSPECTOR_21,EHS팀 선임,지사 주관,경인지사_ 안성 3센터,관리적미흡,관리적 미흡,개선필요 [중],2.0,방화셔터와 선반 덮개 간섭으로 화재 시 정상작동 제한,,미분류,,진행(조치 전),방화셔터와 선반 덮개 간섭으로 화재 시 정상작동 제한,
2026-06-18,2026-06,전북지사,군산항역,INSPECTOR_11,EHS팀 선임,지사 주관,전북지사_ 군산항역,전도,전도,개선필요 [하],1.0,- 탄력봉 체인링 탈락에 따른 보행자 통행 중 전도 위험,즉시처리,기타,조치 완료,완료,"[운송팀_군산항역]
- 탄력봉 체인링 탈락에 따른 보행자 통행 중 전도 위험",조치 완료
2026-06-18,2026-06,전북지사,군산항역,INSPECTOR_11,EHS팀 선임,지사 주관,전북지사_ 군산항역,화재·폭발,화재,개선필요 [하],1.0,-흡연실 소화기 불량에 따른 교체 필요,즉시처리,설치·구조물,-소화기 교체 완료,완료,"[운송팀_군산항역]
-흡연실 소화기 불량에 따른 교체 필요",-소화기 교체 완료
2026-06-17,2026-06,목포지사,대불부두,INSPECTOR_20,EHS팀 선임,지사 주관,목포지사_ 대불부두,기타,기타,개선필요 [상],3.0,65선석 화주사 화물(라싱브릿지)보행자 간섭발생으로 통제 필요 → 화주사 안전관리자에게 조치 요청 완료,즉시처리,점검·확인,화주사 조치사항 확인 완료,완료,"[대불부두]
65선석 화주사 화물(라싱브릿지)보행자 간섭발생으로 통제 필요
→ 화주사 안전관리자에게 조치 요청 완료","[대불부두]
화주사 조치사항 확인 완료"
2026-06-17,2026-06,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,충돌,충돌,개선필요 [중],2.0,CY 철도 선로변 화물차량 주행로 상 샤시를 주차해두어 차량 선회 시 충돌 위험 존재,즉시처리,기타,철도 선로변 샤시 이동 주차 및 지속 관리 중,진행(조치 후),CY 철도 선로변 화물차량 주행로 상 샤시를 주차해두어 차량 선회 시 충돌 위험 존재,철도 선로변 샤시 이동 주차 및 지속 관리 중
2026-06-16,2026-06,경인지사,안성 1센터,INSPECTOR_21,EHS팀 선임,지사 주관,경인지사_ 안성 1센터,관리적미흡,관리적 미흡,개선필요 [중],2.0,화물간섭으로 인해 분전함 개폐가 원활치 않아 유사 시 개폐제한 화물이동 필요,즉시처리,점검·확인,분전함 정면 화물 이동상태 확인,완료,화물간섭으로 인해 분전함 개폐가 원활치 않아 유사 시 개폐제한 화물이동 필요,분전함 정면 화물 이동상태 확인
2026-06-16,2026-06,경인지사,안성 1센터,INSPECTOR_21,EHS팀 선임,지사 주관,경인지사_ 안성 1센터,감전,감전,개선필요 [중],2.0,분전함 취급 시 감전발생 위험으로 외함접지 필요,즉시처리,점검·확인,분전함 외함접지상태 확인,완료,분전함 취급 시 감전발생 위험으로 외함접지 필요,분전함 외함접지상태 확인
2026-06-16,2026-06,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,추락,추락,개선필요 [중],2.0,"- 유연탄 3부두 모선(ADONIS) 6,7번 HOLD 수직사다리 계단참 파손으로 근로자 진입간 추락 위험 - 화주사 내용 전달 및 본선측 요청하여 출입금지 조치 진행 추후 접안 전 수리상태 확인 예정",,미분류,,진행(조치 전),"- 유연탄 3부두 모선(ADONIS) 6,7번 HOLD 수직사다리 계단참 파손으로 근로자 진입간 추락 위험
- 화주사 내용 전달 및 본선측 요청하여 출입금지 조치 진행 추후 접안 전 수리상태 확인 예정",
2026-06-16,2026-06,전북지사,군산항 부두,INSPECTOR_05,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,온열·온도,온도ㆍ습도,개선필요 [하],1.0,1. 한국해운 반장님 휴게시설 내 에어컨 고장으로 인해 수리 필요 2. 여름철 휴게시설 에어컨 작동되도록 조치 요함,즉시처리,설치·구조물,휴게시설 기존 스텐트 에어컨 철거 및 냉난방기로 교체 완료,완료,"[군산항 5부두]
1. 한국해운 반장님 휴게시설 내 에어컨 고장으로 인해 수리 필요
2. 여름철 휴게시설 에어컨 작동되도록 조치 요함",휴게시설 기존 스텐트 에어컨 철거 및 냉난방기로 교체 완료
